order_id,product_id,customer_id,quantity,price,order_date,order_status,channel,discount
2326,52,303,5,950.92,2024-02-14,Cancelled,Store,0.18
2327,31,1818,4,862.94,2024-02-29,Cancelled,App,0.14
2328,91,1299,5,1194.71,2024-01-08,Completed,Web,0.28
2329,60,1894,5,490.17,2024-01-10,Cancelled,Store,0.11
2330,43,1376,5,1283.78,2024-02-29,Cancelled,App,0.16
2331,26,1559,3,161.49,2024-01-12,Completed,Web,0.22
2332,78,1592,1,1569.87,2024-02-15,Cancelled,App,0.25
2333,5,508,1,1769.84,2024-01-02,Completed,Store,0.3
2334,30,562,1,875.67,2024-02-16,Cancelled,Store,0.23
2335,86,647,4,365.04,2024-02-10,Completed,Store,0.28
2336,63,778,3,397.75,2024-01-29,Completed,Web,0.14
2337,14,1329,1,1118.25,2024-02-15,Cancelled,Web,0.27
2338,10,980,5,1562.81,2024-01-05,Completed,App,0.24
2339,47,20,1,1573.15,2024-01-13,Completed,Store,0.3
2340,2,876,2,247.11,2024-02-12,Cancelled,Web,0.18
2341,14,1943,5,530.73,2024-02-08,Cancelled,App,0.08
2342,57,1162,5,1341.84,2024-02-03,Completed,Web,0.06
2343,24,139,3,229.21,2024-01-21,Completed,Store,0.03
2344,54,214,4,1123.88,2024-02-12,Completed,App,0.13
2345,45,660,2,1901.57,2024-02-06,Cancelled,Web,0.17
2346,12,2,2,1881.74,2024-02-07,Completed,Store,0.04
2347,97,194,2,1490.09,2024-02-24,Cancelled,Store,0.1
2348,84,481,1,791.62,2024-02-23,Completed,Web,0.03
2349,97,1741,2,876.78,2024-01-07,Cancelled,Store,0.23
2350,20,440,5,1182.56,2024-01-31,Cancelled,Web,0.03
2351,80,263,1,1889.82,2024-02-10,Cancelled,Web,0.23
2352,98,843,4,968.99,2024-02-18,Completed,App,0.04
2353,87,1014,1,1737.03,2024-01-16,Cancelled,App,0.17
2354,34,935,4,1102.82,2024-02-28,Completed,App,0.28
2355,100,1125,4,163.09,2024-02-15,Cancelled,Web,0.03
2356,16,1430,4,747.97,2024-02-21,Cancelled,Store,0.2
2357,76,1472,1,632.19,2024-02-16,Cancelled,Store,0.02
2358,99,677,1,125.9,2024-02-05,Cancelled,Store,0.2
2359,1,660,3,1429.68,2024-01-22,Cancelled,Web,0.16
2360,71,1633,5,363.85,2024-01-07,Completed,Web,0.07
2361,49,1818,4,1968.83,2024-02-15,Completed,App,0.17
2362,53,1577,2,1855.21,2024-02-04,Cancelled,Store,0.12
2363,71,261,1,1598.26,2024-01-31,Completed,Web,0.24
2364,53,1967,2,218.49,2024-01-20,Completed,Store,0.29
2365,96,1909,5,308.2,2024-02-27,Completed,Store,0.08
2366,62,1438,3,572.59,2024-01-14,Completed,Store,0.27
2367,71,567,3,1857.37,2024-01-05,Cancelled,Store,0.07
2368,69,152,4,856.65,2024-01-22,Cancelled,App,0.29
2369,20,857,4,812.4,2024-02-04,Completed,App,0.3
2370,8,726,4,1079.1,2024-02-16,Completed,Web,0.01
2371,34,1623,3,943.64,2024-01-12,Completed,App,0.27
2372,67,1967,1,515.29,2024-02-15,Cancelled,Store,0.23
2373,22,1827,4,917.1,2024-02-12,Completed,Web,0.25
2374,91,1003,1,1050.41,2024-01-16,Completed,Store,0.17
2375,3,264,2,866.55,2024-01-20,Cancelled,App,0.06
2376,98,1565,3,1345.61,2024-02-04,Completed,Store,0.25
2377,48,676,5,269.34,2024-01-02,Cancelled,Web,0.18
2378,33,297,2,1668.96,2024-01-03,Completed,Web,0.26
2379,78,1722,2,167.96,2024-02-12,Cancelled,Store,0.03
2380,31,1397,5,1777.96,2024-02-07,Cancelled,Store,0.08
2381,46,668,2,188.01,2024-02-03,Completed,Store,0.24
2382,43,399,3,1498.59,2024-01-07,Completed,App,0.0
2383,83,964,4,832.54,2024-02-14,Completed,App,0.13
2384,100,130,3,224.68,2024-01-17,Completed,Web,0.09
2385,21,239,4,1734.63,2024-01-24,Completed,Store,0.03
2386,20,1756,4,1534.14,2024-02-05,Cancelled,App,0.18
2387,15,1751,2,707.0,2024-01-06,Completed,App,0.1
2388,78,1798,5,1214.97,2024-02-27,Cancelled,App,0.01
2389,94,639,5,1772.45,2024-02-05,Completed,Store,0.28
2390,77,1826,1,1476.34,2024-02-07,Cancelled,Web,0.28
2391,93,1746,4,1913.49,2024-02-24,Cancelled,Store,0.04
2392,44,426,5,1511.14,2024-02-26,Completed,Store,0.09
2393,32,406,3,1043.69,2024-01-04,Completed,Store,0.23
2394,96,901,2,854.9,2024-02-04,Completed,Web,0.07
2395,89,1786,1,1439.43,2024-02-01,Cancelled,App,0.18
2396,11,1465,3,319.85,2024-02-07,Completed,App,0.23
2397,92,1684,3,419.37,2024-02-06,Completed,App,0.22
2398,47,531,2,1556.64,2024-02-29,Cancelled,Store,0.08
2399,56,1836,5,1339.86,2024-02-16,Completed,App,0.24
2400,59,1514,1,1324.5,2024-01-23,Completed,Store,0.18
2401,14,83,5,1042.53,2024-01-05,Cancelled,Web,0.28
2402,19,1834,1,1877.39,2024-02-28,Cancelled,App,0.05
2403,73,401,4,845.92,2024-02-07,Cancelled,Store,0.25
2404,73,1595,3,566.73,2024-02-25,Completed,Store,0.02
2405,86,565,2,1848.45,2024-02-18,Cancelled,App,0.2
2406,13,1923,1,147.51,2024-02-04,Completed,Web,0.24
2407,49,1417,3,1173.25,2024-02-01,Cancelled,App,0.29
2408,60,1705,5,819.77,2024-02-02,Cancelled,Web,0.05
2409,5,639,2,1961.9,2024-02-03,Completed,App,0.28
2410,69,443,3,1860.54,2024-01-07,Cancelled,App,0.22
2411,45,1995,5,930.72,2024-01-12,Completed,Store,0.21
2412,43,597,4,1582.3,2024-02-07,Cancelled,Web,0.27
2413,72,607,4,1094.22,2024-02-11,Completed,Web,0.15
2414,56,995,5,1247.25,2024-01-16,Completed,Web,0.06
2415,12,581,2,204.55,2024-02-29,Cancelled,App,0.17
2416,17,1480,5,263.31,2024-01-29,Completed,Web,0.18
2417,72,1594,3,1250.25,2024-02-18,Cancelled,Web,0.21
2418,1,1534,3,940.75,2024-01-08,Cancelled,Web,0.07
2419,37,1261,2,367.92,2024-02-20,Completed,Web,0.09
2420,40,481,1,1376.92,2024-01-08,Cancelled,Web,0.06
2421,80,1038,2,441.62,2024-01-20,Cancelled,Store,0.15
2422,43,449,1,668.28,2024-02-16,Completed,Web,0.02
2423,77,21,1,552.75,2024-01-12,Completed,Web,0.22
2424,50,587,2,1584.19,2024-01-03,Cancelled,App,0.12
2425,19,873,2,1425.32,2024-02-06,Cancelled,Store,0.16
2426,31,505,5,1006.38,2024-02-16,Completed,App,0.15
2427,3,84,3,391.69,2024-02-28,Cancelled,App,0.19
2428,65,1677,3,968.47,2024-02-20,Cancelled,Web,0.24
2429,14,437,5,1768.86,2024-02-07,Completed,Store,0.05
2430,78,1950,2,631.15,2024-01-12,Cancelled,App,0.09
2431,25,1407,1,1054.01,2024-01-28,Completed,Web,0.06
2432,17,1603,3,1536.8,2024-02-05,Cancelled,Web,0.03
2433,76,1935,3,1642.48,2024-01-27,Cancelled,Store,0.01
2434,98,1978,4,1674.31,2024-02-22,Cancelled,Web,0.1
2435,69,714,1,1082.58,2024-01-02,Cancelled,Store,0.27
2436,5,308,3,1284.91,2024-02-23,Completed,Store,0.24
2437,45,918,3,1266.61,2024-02-10,Completed,App,0.21
2438,29,255,3,335.78,2024-02-09,Cancelled,Store,0.09
2439,2,704,5,1236.15,2024-01-15,Cancelled,Store,0.29
2440,54,1120,5,861.34,2024-01-11,Completed,Web,0.12
2441,99,434,3,750.02,2024-02-19,Completed,App,0.06
2442,55,1465,1,1043.04,2024-01-17,Cancelled,Web,0.08
2443,89,442,4,1140.03,2024-01-19,Completed,App,0.18
2444,70,169,2,676.91,2024-01-03,Completed,App,0.21
2445,39,464,3,1562.35,2024-02-26,Cancelled,App,0.28
2446,57,806,1,659.76,2024-01-11,Completed,Store,0.05
2447,97,1760,1,1661.17,2024-02-12,Completed,App,0.18
2448,22,1227,5,746.65,2024-01-04,Completed,Web,0.17
2449,59,413,2,369.89,2024-02-14,Cancelled,App,0.21
2450,5,1730,4,498.19,2024-02-19,Completed,Store,0.15
2451,100,143,3,263.68,2024-01-26,Cancelled,Web,0.25
2452,33,1632,4,653.38,2024-02-15,Completed,Web,0.09
2453,96,150,2,1530.06,2024-01-17,Completed,Store,0.02
2454,34,1598,4,303.06,2024-02-20,Cancelled,Web,0.28
2455,1,498,2,1255.15,2024-02-28,Completed,Store,0.14
2456,25,1491,3,1139.26,2024-01-14,Cancelled,Web,0.15
2457,77,73,5,1372.91,2024-01-14,Completed,Store,0.07
2458,51,344,5,218.87,2024-01-17,Completed,App,0.05
2459,94,671,2,1429.75,2024-02-25,Cancelled,Store,0.23
2460,60,1232,5,1350.87,2024-02-19,Completed,Store,0.2
2461,64,417,2,133.27,2024-01-12,Completed,Web,0.27
2462,16,1950,3,1674.17,2024-02-22,Cancelled,App,0.05
2463,18,362,5,825.58,2024-02-28,Cancelled,App,0.19
2464,23,1172,2,853.17,2024-03-01,Cancelled,App,0.04
2465,16,1534,2,1056.03,2024-02-27,Completed,Web,0.2
2466,42,1806,2,151.46,2024-01-10,Completed,App,0.18
2467,78,949,1,988.63,2024-02-23,Cancelled,App,0.07
2468,36,1334,5,546.42,2024-02-24,Completed,Web,0.13
2469,12,1199,3,894.62,2024-02-07,Cancelled,App,0.17
2470,31,239,3,1747.14,2024-02-17,Cancelled,Store,0.2
2471,9,312,3,278.43,2024-02-08,Completed,Web,0.19
2472,38,571,4,354.09,2024-02-12,Completed,Web,0.05
2473,76,417,3,1129.25,2024-02-24,Cancelled,Web,0.3
2474,43,163,4,564.15,2024-02-11,Cancelled,Store,0.11
2475,96,169,5,1919.65,2024-01-16,Completed,Store,0.11
2476,59,312,1,855.64,2024-02-26,Completed,Store,0.15
2477,72,1605,4,1177.32,2024-03-01,Cancelled,Web,0.25
2478,38,1170,4,999.18,2024-02-22,Completed,App,0.14
2479,54,1314,5,1057.49,2024-01-30,Completed,Store,0.06
2480,49,1264,5,1448.1,2024-01-15,Completed,Web,0.22
2481,22,1283,4,946.34,2024-01-06,Cancelled,App,0.18
2482,100,33,1,516.56,2024-02-26,Completed,Web,0.13
2483,16,1758,3,176.57,2024-02-14,Completed,App,0.0
2484,75,972,5,433.63,2024-02-29,Cancelled,App,0.15
2485,12,803,1,1332.59,2024-01-19,Completed,Store,0.1
2486,72,175,1,1722.53,2024-01-22,Completed,App,0.0
2487,19,1285,1,443.03,2024-01-12,Completed,App,0.28
2488,6,100,3,1658.29,2024-01-15,Cancelled,App,0.18
2489,90,481,1,425.65,2024-02-27,Cancelled,Web,0.2
2490,43,787,2,1308.03,2024-01-27,Cancelled,Web,0.08
2491,59,369,2,1381.79,2024-01-11,Completed,App,0.27
2492,41,1383,1,1802.2,2024-01-01,Completed,Store,0.2
2493,6,519,3,1645.98,2024-01-18,Cancelled,Web,0.04
2494,13,1371,1,241.58,2024-01-19,Cancelled,App,0.25
2495,98,18,1,163.08,2024-01-06,Completed,Store,0.17
2496,43,710,3,305.96,2024-02-26,Cancelled,Store,0.18
2497,60,1054,4,1582.84,2024-01-31,Cancelled,App,0.22
2498,65,404,4,170.85,2024-01-16,Cancelled,Store,0.24
2499,19,1512,5,505.84,2024-01-13,Completed,Store,0.06
2500,91,538,2,1105.98,2024-01-28,Cancelled,Web,0.01
2501,8,1155,5,966.03,2024-01-22,Cancelled,Store,0.08
2502,30,1545,3,387.35,2024-01-18,Cancelled,Web,0.0
2503,55,976,1,1580.51,2024-01-11,Completed,App,0.21
2504,76,1797,5,941.42,2024-02-29,Completed,Store,0.2
2505,98,262,4,447.85,2024-01-22,Cancelled,Web,0.18
2506,74,1965,5,1328.34,2024-02-07,Completed,Web,0.19
2507,36,319,4,831.3,2024-01-19,Cancelled,Web,0.06
2508,65,1269,5,393.37,2024-02-09,Completed,Store,0.05
2509,40,1192,5,1549.79,2024-01-04,Cancelled,Store,0.28
2510,35,1361,3,1284.28,2024-02-28,Cancelled,Store,0.3
2511,87,1018,2,186.41,2024-02-13,Completed,App,0.14
2512,85,1102,2,1009.34,2024-02-23,Cancelled,Web,0.29
2513,66,884,1,804.79,2024-01-26,Cancelled,App,0.05
2514,13,610,4,963.14,2024-01-14,Cancelled,Web,0.3
2515,39,888,3,1670.44,2024-02-20,Completed,Store,0.11
2516,57,1262,1,1337.0,2024-02-28,Completed,Store,0.0
2517,19,1041,3,1511.45,2024-01-29,Cancelled,App,0.01
2518,44,3,2,689.97,2024-01-26,Completed,Store,0.19
2519,74,783,5,319.96,2024-02-12,Cancelled,Web,0.26
2520,94,662,4,998.51,2024-01-26,Completed,Web,0.18
2521,36,1828,1,1429.91,2024-01-18,Completed,App,0.03
2522,72,1383,5,1700.47,2024-01-17,Completed,Web,0.23
2523,30,39,1,1791.0,2024-01-29,Cancelled,Web,0.27
2524,47,769,1,598.03,2024-01-12,Cancelled,App,0.18
2525,34,171,2,1033.22,2024-02-26,Cancelled,App,0.02
2526,79,1166,1,607.86,2024-01-30,Cancelled,App,0.18
2527,8,1729,2,771.02,2024-01-01,Cancelled,App,0.18
2528,42,748,3,772.27,2024-01-12,Completed,Store,0.28
2529,67,790,5,171.05,2024-02-05,Completed,App,0.02
2530,89,151,2,578.56,2024-01-24,Completed,Store,0.12
2531,95,853,4,274.61,2024-01-22,Completed,Store,0.28
2532,35,1106,2,1609.23,2024-01-28,Completed,Store,0.17
2533,18,1201,4,821.4,2024-02-03,Completed,App,0.2
2534,9,490,5,1962.86,2024-02-24,Cancelled,App,0.02
2535,15,1365,2,572.02,2024-02-01,Cancelled,App,0.14
2536,75,1407,5,398.6,2024-01-28,Cancelled,App,0.03
2537,1,414,5,1443.37,2024-01-01,Completed,App,0.0
2538,81,1247,4,1983.02,2024-02-05,Cancelled,Web,0.13
2539,99,1292,2,635.32,2024-01-20,Cancelled,Web,0.19
2540,30,1292,5,1674.81,2024-02-10,Completed,Store,0.01
2541,60,1106,4,401.24,2024-02-04,Cancelled,Web,0.06
2542,57,628,5,1479.99,2024-02-25,Cancelled,Web,0.27
2543,46,13,2,458.42,2024-01-20,Cancelled,Web,0.28
2544,10,1237,3,1435.7,2024-01-15,Cancelled,Store,0.15
2545,26,972,1,1680.08,2024-02-10,Completed,Web,0.15
2546,9,1396,4,485.61,2024-02-16,Completed,App,0.05
2547,62,691,5,815.46,2024-02-18,Completed,Store,0.23
2548,34,934,3,1064.87,2024-01-13,Completed,Store,0.16
2549,51,1043,5,705.63,2024-01-15,Completed,Store,0.1
2550,60,1361,1,316.66,2024-01-16,Completed,App,0.01
2551,15,1970,1,953.54,2024-01-16,Cancelled,App,0.23
2552,77,88,2,852.55,2024-01-16,Cancelled,Web,0.24
2553,91,1462,2,908.64,2024-02-08,Cancelled,Store,0.16
2554,40,410,1,980.29,2024-01-25,Cancelled,Store,0.05
2555,97,1798,2,686.4,2024-01-02,Cancelled,Web,0.01
2556,47,1740,3,219.42,2024-01-16,Completed,Web,0.04
2557,99,1178,5,1058.23,2024-02-25,Completed,Store,0.07
2558,58,741,3,222.92,2024-01-17,Completed,App,0.0
2559,88,938,1,327.73,2024-01-02,Cancelled,Store,0.19
2560,21,861,2,1616.11,2024-01-17,Cancelled,App,0.07
2561,5,710,2,1270.08,2024-02-01,Cancelled,Store,0.1
2562,79,666,5,1225.2,2024-01-11,Completed,Web,0.12
2563,59,320,1,1358.42,2024-01-22,Completed,Web,0.06
2564,41,1019,4,624.7,2024-02-10,Cancelled,Store,0.09
2565,50,361,5,1631.44,2024-02-18,Completed,Store,0.06
2566,11,1359,4,1057.14,2024-01-26,Cancelled,Web,0.16
2567,27,1357,4,994.25,2024-01-03,Completed,Store,0.06
2568,11,533,2,1121.55,2024-02-24,Completed,Web,0.02
2569,12,810,2,1131.01,2024-02-22,Cancelled,App,0.21
2570,62,1288,5,978.46,2024-01-03,Completed,App,0.2
2571,38,1534,2,679.61,2024-02-11,Cancelled,Web,0.24
2572,81,163,1,966.79,2024-01-20,Completed,Store,0.04
2573,69,925,2,1635.56,2024-02-18,Completed,App,0.04
2574,88,351,1,975.95,2024-01-19,Completed,App,0.01
2575,28,257,3,1572.45,2024-02-20,Completed,Web,0.19
2576,20,887,2,425.04,2024-02-18,Completed,Store,0.03
2577,74,840,1,824.73,2024-01-27,Completed,App,0.0
2578,80,1693,2,407.53,2024-02-01,Completed,App,0.23
2579,79,1359,5,1365.74,2024-01-14,Cancelled,Store,0.05
2580,97,1922,5,1452.86,2024-01-27,Cancelled,Web,0.26
2581,83,298,2,1218.16,2024-01-05,Completed,Store,0.07
2582,60,110,3,907.14,2024-02-04,Completed,App,0.01
2583,73,721,3,1471.6,2024-01-05,Cancelled,Store,0.11
2584,45,188,1,1531.66,2024-01-23,Cancelled,App,0.13
2585,34,998,2,1607.07,2024-02-16,Completed,App,0.1
2586,82,1344,3,1556.88,2024-02-07,Cancelled,Web,0.27
2587,76,1420,1,1265.57,2024-01-27,Completed,Store,0.1
2588,85,1286,3,1496.76,2024-02-04,Cancelled,Web,0.03
2589,94,247,2,197.58,2024-02-02,Cancelled,Store,0.06
2590,61,865,1,462.39,2024-02-04,Cancelled,Store,0.16
2591,30,531,1,1237.45,2024-03-01,Cancelled,Store,0.2
2592,46,103,4,1716.57,2024-01-10,Completed,App,0.21
2593,98,1316,4,106.15,2024-01-11,Cancelled,Web,0.11
2594,89,1867,5,559.75,2024-01-04,Completed,Store,0.01
2595,56,1720,1,583.29,2024-02-25,Completed,App,0.04
2596,41,692,5,1779.69,2024-01-11,Completed,Store,0.15
2597,31,635,4,434.1,2024-01-13,Cancelled,Store,0.1
2598,63,1531,5,606.62,2024-01-03,Completed,Web,0.06
2599,21,302,2,1399.25,2024-01-24,Cancelled,Web,0.13
2600,10,932,5,1798.06,2024-01-09,Cancelled,Store,0.14
2601,32,1482,5,766.21,2024-01-15,Completed,Store,0.07
2602,53,296,2,181.26,2024-01-17,Completed,Store,0.02
2603,78,851,5,527.39,2024-02-04,Cancelled,App,0.14
2604,98,863,5,1614.95,2024-01-20,Cancelled,App,0.25
2605,26,1326,3,1402.03,2024-02-24,Completed,Web,0.02
2606,92,16,4,1241.51,2024-02-04,Completed,Web,0.29
2607,67,1830,4,495.0,2024-01-09,Completed,Web,0.25
2608,42,573,4,468.41,2024-02-02,Completed,App,0.15
2609,20,1894,1,475.98,2024-01-23,Completed,App,0.07
2610,61,1377,4,382.9,2024-01-07,Cancelled,App,0.03
2611,94,1674,4,824.25,2024-01-07,Cancelled,App,0.17
2612,90,181,2,655.57,2024-01-18,Completed,Store,0.03
2613,49,1180,5,290.65,2024-02-01,Cancelled,Store,0.26
2614,9,1,1,1831.88,2024-02-01,Completed,Web,0.07
2615,83,851,2,1684.64,2024-02-16,Completed,Store,0.1
2616,54,771,5,403.51,2024-02-12,Completed,Store,0.29
2617,99,1891,3,968.82,2024-01-28,Cancelled,App,0.11
2618,10,48,2,293.05,2024-02-02,Completed,Web,0.14
2619,60,1969,5,210.47,2024-02-01,Completed,Web,0.05
2620,67,1294,5,1643.56,2024-02-01,Completed,Web,0.24
2621,11,604,4,965.5,2024-01-11,Completed,Web,0.28
2622,61,850,3,1198.26,2024-02-08,Completed,Store,0.14
2623,87,1702,2,754.78,2024-02-05,Cancelled,Store,0.23
2624,5,1513,3,1550.27,2024-01-05,Cancelled,App,0.16
2625,38,358,4,937.0,2024-02-12,Cancelled,Store,0.03
2626,25,1472,3,148.9,2024-02-11,Cancelled,Store,0.28
2627,37,122,5,887.64,2024-01-06,Cancelled,Web,0.26
2628,20,1464,3,363.79,2024-01-11,Completed,Web,0.23
2629,93,1658,3,928.7,2024-01-09,Cancelled,Store,0.1
2630,88,1123,1,1683.15,2024-01-10,Completed,Web,0.05
2631,51,967,5,1780.77,2024-01-12,Completed,App,0.2
2632,75,274,5,1204.71,2024-02-19,Completed,App,0.12
2633,16,889,4,1595.41,2024-01-25,Cancelled,Store,0.27
2634,95,1343,4,909.94,2024-01-14,Completed,App,0.16
2635,92,65,1,1020.16,2024-01-16,Completed,Store,0.29
2636,64,1918,1,516.95,2024-02-26,Cancelled,Store,0.21
2637,94,1610,3,696.97,2024-02-21,Completed,App,0.02
2638,81,650,1,1570.19,2024-01-02,Completed,Web,0.15
2639,87,1293,4,898.45,2024-01-29,Completed,Store,0.02
2640,88,1334,2,615.56,2024-02-29,Completed,Store,0.15
2641,74,1772,2,776.99,2024-02-01,Cancelled,Store,0.18
2642,2,1431,4,1319.8,2024-01-06,Cancelled,Web,0.14
2643,53,785,5,1928.7,2024-01-14,Cancelled,App,0.12
2644,33,340,1,1441.74,2024-01-17,Completed,Web,0.0
2645,23,1154,3,514.94,2024-01-20,Completed,Store,0.26
2646,29,1064,2,1940.38,2024-01-25,Completed,App,0.15
2647,80,500,5,1111.57,2024-02-20,Cancelled,App,0.25
2648,79,679,2,1252.47,2024-02-26,Completed,App,0.03
2649,95,1460,4,679.77,2024-01-23,Cancelled,Web,0.08
2650,82,684,5,649.62,2024-02-04,Cancelled,App,0.02
2651,69,316,4,959.13,2024-02-26,Cancelled,App,0.15
2652,68,1429,3,381.0,2024-02-23,Cancelled,Web,0.06
2653,11,612,5,979.59,2024-01-24,Completed,Web,0.14
2654,49,428,2,1427.05,2024-01-05,Completed,App,0.15
2655,23,1167,1,1547.08,2024-02-13,Completed,App,0.07
2656,20,1455,3,1831.25,2024-02-08,Cancelled,App,0.14
2657,11,1589,2,1492.75,2024-02-07,Cancelled,App,0.26
2658,82,1537,2,1125.93,2024-01-14,Cancelled,Store,0.17
2659,26,1194,4,1433.84,2024-02-07,Cancelled,App,0.3
2660,10,927,2,1556.27,2024-02-28,Cancelled,Web,0.26
2661,56,1006,1,1433.15,2024-01-21,Completed,Web,0.26
2662,35,746,5,535.3,2024-01-08,Completed,Web,0.17
2663,87,390,1,325.23,2024-01-31,Cancelled,Web,0.27
2664,40,1524,3,1946.45,2024-02-26,Cancelled,Web,0.22
2665,46,395,4,1311.93,2024-01-04,Cancelled,Web,0.24
2666,93,755,5,835.1,2024-02-09,Cancelled,App,0.26
2667,24,1692,5,1393.85,2024-02-19,Cancelled,Web,0.01
2668,75,29,1,1553.24,2024-02-13,Completed,Store,0.12
2669,53,268,2,484.98,2024-01-27,Cancelled,App,0.08
2670,38,1994,3,469.09,2024-01-21,Cancelled,Web,0.02
2671,67,1890,5,317.92,2024-02-28,Cancelled,Web,0.01
2672,4,1510,4,742.0,2024-02-26,Completed,Store,0.1
2673,52,1259,4,1218.27,2024-02-16,Cancelled,Store,0.13
2674,30,434,2,1775.48,2024-02-26,Cancelled,App,0.08
2675,85,20,1,1793.06,2024-02-25,Completed,App,0.08
2676,15,1717,1,1036.16,2024-02-19,Cancelled,Store,0.22
2677,35,159,4,1207.87,2024-01-02,Cancelled,Web,0.01
2678,25,1294,3,683.32,2024-02-01,Completed,Web,0.07
2679,74,1107,3,1919.41,2024-02-09,Cancelled,Store,0.04
2680,5,1271,5,1088.66,2024-02-24,Cancelled,Web,0.05
2681,27,1666,2,777.55,2024-02-28,Cancelled,Store,0.26
2682,66,624,1,415.96,2024-01-05,Cancelled,App,0.02
2683,86,1406,5,1695.12,2024-01-15,Completed,App,0.29
2684,91,477,4,1880.51,2024-01-11,Cancelled,Store,0.29
2685,57,393,2,1972.36,2024-01-24,Completed,App,0.05
2686,9,349,1,1339.19,2024-02-19,Cancelled,App,0.15
2687,49,1014,2,1821.99,2024-02-14,Cancelled,App,0.27
2688,38,413,2,1326.19,2024-01-01,Completed,App,0.07
2689,97,1728,5,1972.46,2024-02-26,Cancelled,Store,0.12
2690,72,136,4,1155.18,2024-02-03,Cancelled,App,0.19
2691,28,972,3,1790.67,2024-01-15,Completed,App,0.14
2692,35,1751,2,1690.26,2024-01-06,Completed,Store,0.23
2693,10,889,3,1640.0,2024-01-18,Completed,Web,0.24
2694,19,96,4,1777.1,2024-01-03,Completed,Store,0.17
2695,60,1810,4,1234.72,2024-01-05,Completed,Web,0.18
2696,38,1834,5,853.89,2024-02-10,Completed,App,0.18
2697,90,1735,4,987.12,2024-01-05,Cancelled,Web,0.11
2698,99,1377,5,1666.62,2024-01-22,Cancelled,Store,0.26
2699,93,1798,3,911.94,2024-01-31,Completed,Store,0.16
2700,30,242,2,886.1,2024-01-16,Completed,App,0.2
2701,82,1807,5,1202.9,2024-01-02,Completed,Web,0.15
2702,1,808,1,1738.4,2024-01-12,Completed,Store,0.14
2703,54,842,5,406.69,2024-02-08,Completed,Store,0.3
2704,21,1813,2,1207.8,2024-02-16,Cancelled,Store,0.12
2705,60,1397,5,907.07,2024-01-18,Completed,Web,0.01
2706,33,330,2,1026.77,2024-02-24,Cancelled,App,0.13
2707,66,1636,1,761.83,2024-02-24,Completed,Web,0.01
2708,81,1554,5,1947.18,2024-02-06,Cancelled,Store,0.16
2709,54,1085,2,842.46,2024-01-14,Completed,Web,0.19
2710,72,1905,3,276.07,2024-02-27,Completed,App,0.13
2711,3,1546,5,145.36,2024-02-01,Cancelled,Web,0.29
2712,65,1906,4,1445.86,2024-01-29,Cancelled,Store,0.26
2713,70,1186,5,1244.37,2024-01-15,Completed,Web,0.17
2714,92,1407,2,415.75,2024-02-12,Cancelled,Web,0.24
2715,43,249,2,1562.8,2024-03-01,Cancelled,Web,0.22
2716,31,203,2,1698.17,2024-02-16,Completed,Store,0.26
2717,1,318,2,390.14,2024-02-28,Cancelled,Web,0.27
2718,61,566,5,888.37,2024-02-19,Cancelled,Web,0.21
2719,24,1599,5,1685.62,2024-01-08,Cancelled,Web,0.23
2720,100,362,1,1387.21,2024-01-16,Cancelled,App,0.21
2721,68,162,5,1897.32,2024-02-04,Completed,Web,0.03
2722,35,868,3,679.12,2024-01-09,Cancelled,App,0.27
2723,35,752,5,349.79,2024-01-30,Cancelled,Web,0.1
2724,76,1888,1,1962.82,2024-01-09,Cancelled,Store,0.13
2725,13,1672,3,471.56,2024-02-05,Completed,Web,0.23
2726,43,1079,1,370.9,2024-02-15,Completed,Web,0.25
2727,69,1966,1,656.92,2024-02-04,Completed,Store,0.23
2728,30,841,3,1978.33,2024-02-15,Completed,App,0.09
2729,78,1033,2,1233.53,2024-01-07,Completed,Store,0.1
2730,45,1772,1,1673.05,2024-01-05,Cancelled,App,0.29
2731,77,336,3,1603.44,2024-01-17,Cancelled,Store,0.21
2732,22,895,2,236.34,2024-02-22,Completed,Web,0.22
2733,34,1871,3,418.14,2024-01-15,Cancelled,App,0.2
2734,86,572,5,942.43,2024-01-03,Completed,App,0.03
2735,29,1563,3,1588.98,2024-01-31,Completed,Store,0.23
2736,58,489,5,835.03,2024-01-04,Cancelled,Web,0.05
2737,12,419,2,1005.51,2024-01-24,Cancelled,Web,0.1
2738,84,1719,5,881.41,2024-01-16,Completed,App,0.27
2739,52,820,5,506.25,2024-01-09,Cancelled,Web,0.08
2740,81,1797,5,1576.53,2024-01-04,Cancelled,Store,0.2
2741,38,1965,4,1581.37,2024-01-30,Cancelled,Store,0.19
2742,62,918,3,1053.96,2024-02-21,Cancelled,Web,0.07
2743,2,1362,3,290.53,2024-02-28,Completed,Web,0.23
2744,9,379,3,131.74,2024-02-23,Cancelled,Web,0.14
2745,10,272,4,338.62,2024-01-24,Cancelled,App,0.04
2746,45,672,3,865.11,2024-01-18,Cancelled,Web,0.21
2747,5,256,1,1322.07,2024-02-09,Cancelled,Web,0.15
2748,65,1412,5,1136.84,2024-02-14,Completed,App,0.04
2749,49,895,4,853.83,2024-02-05,Cancelled,Store,0.01
2750,66,1507,4,1818.81,2024-01-24,Completed,Store,0.21
2751,29,859,5,1938.68,2024-01-12,Completed,Store,0.01
2752,90,10,2,958.5,2024-02-28,Completed,Web,0.11
