order_id,payment_amount,payment_method,payment_date
15977,1956.16,Card,2024-02-29
8773,260.35,Card,2024-02-03
2827,1544.29,Wallet,2024-02-14
10677,857.71,UPI,2024-01-03
1235,394.38,Wallet,2024-01-31
14472,1976.13,Card,2024-02-26
15385,227.64,UPI,2024-01-07
3500,1483.98,Card,2024-02-05
2741,431.69,NetBanking,2024-03-01
15044,220.61,Wallet,2024-01-20
8024,1462.13,Wallet,2024-02-29
6318,1123.2,UPI,2024-01-19
3687,745.71,Wallet,2024-01-19
2746,797.1,Wallet,2024-02-11
8158,917.14,Card,2024-02-21
12716,1284.03,NetBanking,2024-02-02
4408,1915.52,NetBanking,2024-01-05
13052,1184.35,UPI,2024-02-05
6866,1412.61,UPI,2024-01-25
4219,1699.57,Card,2024-02-29
16509,494.96,Card,2024-01-19
13013,812.58,UPI,2024-02-04
16251,130.3,NetBanking,2024-02-16
3270,1335.6,NetBanking,2024-02-21
19914,218.08,Wallet,2024-01-01
19813,1490.52,Card,2024-02-21
15116,1820.55,Wallet,2024-02-23
19790,592.92,NetBanking,2024-03-01
10107,1390.08,Wallet,2024-02-21
14392,1350.68,NetBanking,2024-01-18
3753,329.3,UPI,2024-02-21
19852,1445.59,Wallet,2024-01-25
8013,1219.51,Wallet,2024-02-08
12932,1724.76,Card,2024-02-12
9457,1605.92,Wallet,2024-01-07
7806,616.96,NetBanking,2024-02-12
17280,1033.98,UPI,2024-01-13
5785,620.18,Card,2024-02-12
2361,1171.9,NetBanking,2024-01-13
7128,323.66,Wallet,2024-01-27
18651,941.17,Wallet,2024-02-09
2221,1957.32,NetBanking,2024-02-28
12187,664.67,Card,2024-01-15
13398,338.85,NetBanking,2024-02-11
11507,1415.17,Card,2024-01-11
13168,269.18,Wallet,2024-01-14
10092,777.17,UPI,2024-01-15
134,940.59,Card,2024-01-17
9362,945.65,NetBanking,2024-02-15
6884,457.78,NetBanking,2024-01-13
9099,1102.48,UPI,2024-01-25
993,1041.23,UPI,2024-01-28
2550,1114.81,NetBanking,2024-02-22
11947,1072.92,UPI,2024-02-23
1511,1288.7,Card,2024-01-26
10948,835.16,Wallet,2024-01-13
8864,861.79,UPI,2024-02-16
347,219.2,Card,2024-01-02
17412,1260.31,Wallet,2024-01-13
9577,1138.2,Wallet,2024-02-14
16454,1711.52,UPI,2024-02-22
11472,1724.73,NetBanking,2024-02-05
16729,587.19,NetBanking,2024-02-26
7033,806.08,Card,2024-01-25
1083,886.59,NetBanking,2024-01-27
17535,375.78,NetBanking,2024-02-25
18081,1132.23,UPI,2024-02-20
6562,1695.85,NetBanking,2024-02-26
5042,683.15,UPI,2024-01-01
2187,481.87,Card,2024-02-01
2677,619.51,NetBanking,2024-01-14
7727,1153.21,NetBanking,2024-01-09
14228,1009.81,Wallet,2024-02-27
7260,1977.54,Card,2024-01-01
2766,392.88,Wallet,2024-01-24
12043,1702.45,Card,2024-02-25
10099,983.86,UPI,2024-02-05
16308,779.73,Wallet,2024-02-19
12841,423.48,Card,2024-01-20
10756,607.81,Wallet,2024-01-13
14586,1987.94,Card,2024-01-11
18867,112.39,Wallet,2024-02-18
10739,1963.23,UPI,2024-01-23
1124,359.06,NetBanking,2024-01-02
6728,240.71,UPI,2024-02-25
14185,1755.37,NetBanking,2024-01-12
11282,601.5,Wallet,2024-02-27
15848,1697.4,NetBanking,2024-01-11
3241,1709.64,NetBanking,2024-01-16
3080,322.33,Card,2024-01-31
1272,1188.5,UPI,2024-01-12
7802,740.49,NetBanking,2024-01-13
5803,1594.9,NetBanking,2024-02-13
6135,465.86,Wallet,2024-01-29
11099,960.95,Card,2024-01-09
3013,1552.48,NetBanking,2024-02-03
13243,680.22,Wallet,2024-01-07
13272,1160.49,Card,2024-02-20
3655,478.23,Card,2024-01-13
7601,221.38,Wallet,2024-01-31
7737,1650.36,Wallet,2024-01-16
3968,1939.85,UPI,2024-02-23
11633,151.99,Card,2024-02-23
15369,1578.3,NetBanking,2024-02-26
15600,575.23,UPI,2024-01-15
118,818.42,NetBanking,2024-01-21
9011,1712.37,UPI,2024-01-11
1704,776.97,Card,2024-02-10
11715,1609.69,UPI,2024-01-22
6914,1188.51,Card,2024-01-08
2904,727.36,Card,2024-01-09
7085,1416.66,Card,2024-01-11
10507,503.77,Card,2024-01-02
13896,798.22,Card,2024-01-24
14992,521.8,Wallet,2024-01-26
17168,1531.1,Card,2024-01-05
15877,281.52,NetBanking,2024-02-07
19910,1875.23,NetBanking,2024-02-20
16523,1196.59,Wallet,2024-01-23
12554,369.56,Wallet,2024-01-11
4427,1852.44,Wallet,2024-02-05
7634,1355.26,Card,2024-02-10
13056,1483.46,Wallet,2024-02-29
11077,1474.82,Card,2024-01-30
227,398.04,Wallet,2024-01-07
19898,1914.82,Wallet,2024-02-20
19311,1884.53,NetBanking,2024-01-06
19303,1686.18,NetBanking,2024-01-26
5761,1109.87,Card,2024-02-05
11858,201.41,Card,2024-02-24
11708,884.66,Card,2024-01-29
14409,1604.0,Wallet,2024-01-28
3304,646.32,NetBanking,2024-01-04
14635,961.33,UPI,2024-01-24
9816,1745.63,NetBanking,2024-02-20
8907,1123.84,Card,2024-01-29
16510,1407.46,Card,2024-02-20
4807,750.29,Card,2024-01-27
15136,122.49,Wallet,2024-01-21
3290,726.47,Wallet,2024-01-26
7421,1697.98,Wallet,2024-01-12
9936,741.52,UPI,2024-02-04
3911,117.53,Wallet,2024-01-03
15182,1833.76,Wallet,2024-02-15
6455,523.03,UPI,2024-02-22
563,539.34,Card,2024-02-01
962,752.3,UPI,2024-02-14
6480,1953.82,Card,2024-02-13
17598,840.67,Wallet,2024-01-31
16748,1282.2,UPI,2024-01-05
5169,1981.05,NetBanking,2024-01-31
5929,913.5,Wallet,2024-02-14
17098,1479.4,NetBanking,2024-02-01
2988,1226.67,NetBanking,2024-01-20
5746,334.83,NetBanking,2024-01-18
917,1615.79,UPI,2024-01-19
17214,1517.46,Card,2024-01-17
14267,1805.35,Card,2024-01-22
18357,1167.14,UPI,2024-01-17
19732,449.76,UPI,2024-01-25
12310,824.22,NetBanking,2024-01-21
15634,1741.61,UPI,2024-02-23
14920,1652.84,UPI,2024-02-15
12621,1629.6,UPI,2024-02-08
18934,1976.07,Wallet,2024-01-29
14940,151.43,NetBanking,2024-01-14
13241,1269.64,Card,2024-02-06
8390,1011.72,Wallet,2024-02-25
14834,577.93,Wallet,2024-02-06
5808,134.86,Wallet,2024-01-08
17088,717.19,Wallet,2024-01-26
13222,784.87,NetBanking,2024-01-22
5584,1890.68,UPI,2024-01-27
2096,625.1,NetBanking,2024-02-23
3425,1257.96,Card,2024-01-20
15501,362.8,UPI,2024-01-23
9651,1416.12,UPI,2024-01-22
18787,1978.84,NetBanking,2024-02-02
5974,1969.99,Wallet,2024-01-21
10304,1622.91,NetBanking,2024-01-30
15822,923.98,UPI,2024-02-08
19911,627.13,Card,2024-02-20
11399,919.06,UPI,2024-02-26
10714,1347.42,UPI,2024-01-07
9017,1639.07,UPI,2024-02-11
5284,973.38,UPI,2024-02-15
5337,209.14,NetBanking,2024-01-18
15321,1493.97,NetBanking,2024-01-12
19430,917.54,Card,2024-02-25
12642,463.71,NetBanking,2024-01-10
11193,1167.3,Card,2024-02-20
17880,168.01,Card,2024-02-27
17781,835.35,NetBanking,2024-01-27
17388,460.22,NetBanking,2024-02-20
3155,222.81,Card,2024-02-18
108,408.8,Card,2024-01-25
14595,1930.62,Wallet,2024-03-01
18183,232.21,UPI,2024-01-08
6947,1408.25,UPI,2024-02-04
13175,617.52,Card,2024-02-18
6803,1620.74,Card,2024-01-19
18373,1873.75,Wallet,2024-02-17
8725,1374.09,Wallet,2024-01-21
10976,278.2,Card,2024-01-14
4473,1138.57,Card,2024-01-13
16033,1543.97,UPI,2024-02-17
9222,631.89,UPI,2024-02-08
18006,1705.26,Wallet,2024-02-18
2932,856.6,Card,2024-02-26
7429,1044.0,Wallet,2024-02-13
2114,1817.01,UPI,2024-01-22
12477,1727.16,Wallet,2024-01-23
10396,1206.56,UPI,2024-01-10
1148,1971.69,Wallet,2024-01-21
5845,361.32,UPI,2024-01-19
3410,649.95,UPI,2024-01-07
13679,774.79,NetBanking,2024-01-09
6228,1011.18,NetBanking,2024-02-02
19734,1705.63,Wallet,2024-02-22
3409,1026.49,Card,2024-02-07
1680,1918.1,UPI,2024-01-07
12123,414.85,Wallet,2024-01-03
11515,1641.36,UPI,2024-02-06
15514,1270.91,Wallet,2024-02-19
5331,1860.52,UPI,2024-01-23
7172,284.01,NetBanking,2024-01-12
3371,419.26,NetBanking,2024-02-26
6323,1491.56,NetBanking,2024-01-08
17489,1661.95,UPI,2024-02-08
14406,568.84,UPI,2024-01-09
19110,1319.04,Wallet,2024-01-09
11306,1693.09,Wallet,2024-01-31
19594,131.82,NetBanking,2024-01-11
13579,137.78,Wallet,2024-01-19
6792,1175.67,Wallet,2024-02-15
14250,1033.05,Card,2024-01-04
15830,1054.23,Card,2024-02-08
18972,426.94,Wallet,2024-02-10
12443,1113.09,NetBanking,2024-02-29
11026,963.21,Card,2024-02-19
7674,1016.74,NetBanking,2024-01-29
15657,144.77,NetBanking,2024-01-01
15192,1060.21,NetBanking,2024-01-27
770,789.46,Card,2024-02-22
17891,1237.68,UPI,2024-02-18
2080,963.67,NetBanking,2024-02-13
2379,1678.5,Card,2024-01-19
10111,1498.98,Card,2024-01-29
12770,170.16,UPI,2024-02-24
17182,1904.38,Card,2024-01-04
6406,1368.2,Card,2024-01-05
5101,1057.69,Wallet,2024-01-23
14886,177.39,Card,2024-01-23
3626,742.47,UPI,2024-01-10
5429,1216.09,Wallet,2024-01-06
10326,1188.0,Card,2024-01-25
754,1231.34,NetBanking,2024-02-24
7461,1158.97,UPI,2024-01-24
7226,1757.98,Card,2024-01-30
16962,1794.53,Card,2024-01-01
2667,1778.66,NetBanking,2024-01-09
12180,491.6,Card,2024-02-22
6612,1265.16,NetBanking,2024-02-04
17066,1528.94,NetBanking,2024-01-13
11513,467.49,Wallet,2024-01-20
2945,345.15,Wallet,2024-02-24
10862,1565.82,UPI,2024-01-16
7913,1210.36,NetBanking,2024-01-31
3031,452.43,UPI,2024-02-16
5828,1640.83,UPI,2024-01-25
19384,1813.88,Wallet,2024-01-26
5238,1245.83,Wallet,2024-01-15
16402,1750.38,NetBanking,2024-02-15
10645,1260.3,Card,2024-02-19
16772,1721.0,NetBanking,2024-02-15
11730,1413.28,NetBanking,2024-02-04
14666,1863.7,UPI,2024-02-29
6888,1750.33,Wallet,2024-01-20
6993,1897.15,Wallet,2024-02-05
15457,378.15,Card,2024-01-04
10888,1800.26,UPI,2024-02-10
4239,1232.78,NetBanking,2024-01-01
17650,997.93,Card,2024-02-28
3173,1494.68,UPI,2024-02-12
685,1849.65,UPI,2024-02-19
3427,1054.79,Card,2024-01-05
10853,421.72,Wallet,2024-01-17
19833,184.98,NetBanking,2024-02-11
3768,107.74,Card,2024-01-11
2804,578.96,UPI,2024-01-15
14288,1878.22,UPI,2024-02-12
10249,1063.24,UPI,2024-02-24
18829,523.51,NetBanking,2024-02-09
3051,1552.54,Card,2024-02-12
3180,824.72,Wallet,2024-02-10
18395,1075.82,Wallet,2024-01-10
17507,1442.14,NetBanking,2024-01-02
16256,1754.88,Card,2024-03-01
13563,986.69,UPI,2024-01-23
1027,1882.39,Card,2024-01-23
4468,356.14,Card,2024-01-30
2868,1935.28,NetBanking,2024-01-13
17644,1971.98,NetBanking,2024-02-10
17969,1541.05,Card,2024-01-14
16440,566.34,UPI,2024-01-29
17584,1891.76,Card,2024-01-06
6248,769.94,Wallet,2024-02-11
2753,954.49,UPI,2024-01-11
5614,928.22,Card,2024-01-16
16306,1169.25,UPI,2024-01-29
14540,223.25,Wallet,2024-02-22
13228,1227.32,Card,2024-01-12
5139,796.34,NetBanking,2024-01-22
19438,478.07,Wallet,2024-01-15
17554,551.95,NetBanking,2024-01-31
1278,1568.88,NetBanking,2024-02-01
14927,1358.79,UPI,2024-01-07
1822,692.27,UPI,2024-01-17
3921,126.26,Wallet,2024-01-24
15318,1973.87,NetBanking,2024-02-24
19556,1745.59,Wallet,2024-01-14
6427,1121.35,Wallet,2024-02-17
39,932.57,Wallet,2024-01-20
3386,1972.61,Card,2024-01-23
17223,423.61,Card,2024-01-18
18820,962.01,UPI,2024-01-27
15036,959.05,Card,2024-02-18
12383,1211.87,NetBanking,2024-01-06
14809,1477.57,Card,2024-01-14
937,1777.29,Wallet,2024-01-09
10676,1711.37,UPI,2024-02-21
11475,479.27,UPI,2024-01-15
7425,604.9,UPI,2024-02-09
4200,1636.69,UPI,2024-02-15
2072,482.0,Wallet,2024-01-02
19884,464.14,Wallet,2024-01-22
1645,1743.06,Card,2024-01-23
3132,710.68,Wallet,2024-02-26
9867,1136.7,UPI,2024-01-14
12088,1634.05,UPI,2024-02-03
13919,1799.65,Wallet,2024-01-11
2471,1461.08,NetBanking,2024-01-16
1811,276.32,Wallet,2024-01-27
6527,1294.1,UPI,2024-02-22
1676,813.45,NetBanking,2024-02-22
17545,1951.07,Wallet,2024-01-14
14264,1560.99,Wallet,2024-02-28
10880,128.17,NetBanking,2024-02-14
10574,395.32,Card,2024-02-18
1710,479.14,UPI,2024-01-06
19336,360.21,NetBanking,2024-01-31
16057,1722.82,Card,2024-02-02
17494,423.01,UPI,2024-01-12
16836,1168.72,Card,2024-02-14
8962,1069.69,Card,2024-02-24
16436,478.46,Wallet,2024-01-26
10098,1461.21,Wallet,2024-01-31
9800,648.95,Wallet,2024-02-28
8480,608.44,Card,2024-02-15
18170,1752.31,UPI,2024-01-23
19086,843.07,Wallet,2024-01-11
4476,923.02,Wallet,2024-01-23
7564,1567.6,Card,2024-02-15
10153,935.29,UPI,2024-01-21
18838,1725.82,UPI,2024-02-04
14275,1413.43,NetBanking,2024-01-25
13620,1475.85,UPI,2024-01-19
2925,533.66,UPI,2024-01-20
5026,1232.32,Card,2024-01-04
12419,1083.21,Card,2024-01-18
4464,1370.94,Wallet,2024-01-27
10913,372.79,Card,2024-02-10
10661,328.08,UPI,2024-02-09
8540,1703.61,Card,2024-02-22
3190,1518.01,UPI,2024-02-26
14937,491.28,Card,2024-02-16
376,1614.82,Wallet,2024-02-11
16363,1619.54,NetBanking,2024-01-08
18561,1269.95,Card,2024-01-01
15307,1505.59,NetBanking,2024-01-06
13198,808.73,UPI,2024-02-15
708,1581.2,Wallet,2024-02-29
13924,329.41,NetBanking,2024-02-11
7657,1841.29,NetBanking,2024-01-17
18235,1913.33,Card,2024-02-07
6968,1088.45,Wallet,2024-02-29
4732,815.11,UPI,2024-01-29
9176,528.75,Card,2024-01-15
812,1270.88,NetBanking,2024-02-05
650,1869.38,UPI,2024-01-11
19534,1129.42,Wallet,2024-01-16
10626,240.0,Wallet,2024-01-01
19823,1753.17,NetBanking,2024-02-04
5333,1392.33,UPI,2024-02-07
17714,1489.59,NetBanking,2024-01-19
11213,1041.33,NetBanking,2024-01-07
17826,1032.36,UPI,2024-01-19
2369,1815.33,NetBanking,2024-01-05
10060,1035.37,Wallet,2024-01-22
17012,891.75,NetBanking,2024-02-03
9765,1771.63,Card,2024-01-08
5546,937.99,Card,2024-02-20
12296,559.39,Wallet,2024-02-19
15786,1735.75,Card,2024-02-28
14466,1486.12,Wallet,2024-02-29
16285,1429.14,NetBanking,2024-01-18
1329,1719.0,NetBanking,2024-01-24
1845,1299.42,NetBanking,2024-02-12
902,1577.3,NetBanking,2024-02-12
8915,1898.64,NetBanking,2024-02-06
16211,1922.0,NetBanking,2024-01-15
18120,110.98,Wallet,2024-01-10
14725,1200.33,Card,2024-01-20
11012,1502.43,UPI,2024-02-07
886,1033.14,Card,2024-02-27
14582,1167.37,NetBanking,2024-02-12
9671,614.34,Card,2024-01-13
2095,1114.57,Wallet,2024-02-24
16572,191.07,Card,2024-01-14
4683,1597.09,UPI,2024-02-09
10549,1433.88,Wallet,2024-02-06
16742,1554.82,UPI,2024-02-01
4866,722.87,NetBanking,2024-02-03
1375,1838.53,NetBanking,2024-01-04
3328,335.47,Wallet,2024-01-09
262,694.1,Card,2024-01-30
16035,1158.33,Card,2024-02-10
9075,2023.54,NetBanking,2024-03-01
19002,1398.58,UPI,2024-02-26
17025,1637.77,NetBanking,2024-02-25
16928,1711.25,UPI,2024-02-16
13541,240.74,UPI,2024-02-16
14516,185.04,NetBanking,2024-01-01
2524,1546.39,UPI,2024-02-05
2333,805.12,Card,2024-01-12
18642,1479.91,NetBanking,2024-02-11
2515,418.69,Wallet,2024-01-01
14154,883.23,UPI,2024-01-03
14928,1903.08,Wallet,2024-02-25
8819,586.76,Wallet,2024-02-13
15633,846.1,Wallet,2024-01-08
17727,1400.05,Card,2024-02-23
9113,1525.42,UPI,2024-01-14
2435,603.96,Wallet,2024-02-13
12842,1664.5,Card,2024-01-10
17130,1792.28,UPI,2024-01-31
12756,1682.99,Wallet,2024-01-01
9478,1990.45,Wallet,2024-02-29
2739,1985.56,Card,2024-01-24
18030,1730.8,Wallet,2024-02-15
18234,1419.67,NetBanking,2024-02-27
698,1806.31,Wallet,2024-01-02
10704,709.86,Card,2024-01-26
10815,108.14,Card,2024-02-24
18374,1270.4,NetBanking,2024-02-28
7770,1279.68,UPI,2024-01-27
6167,952.95,UPI,2024-01-16
19651,1960.11,Card,2024-01-19
13650,1130.45,NetBanking,2024-02-21
17397,129.68,NetBanking,2024-01-15
16124,747.87,Card,2024-02-22
4772,1386.71,Card,2024-01-27
16235,817.38,UPI,2024-01-20
19501,583.43,UPI,2024-02-09
9043,1385.17,Card,2024-01-24
19917,1973.87,NetBanking,2024-01-02
17801,191.93,Wallet,2024-01-24
18439,736.1,NetBanking,2024-01-02
7338,1424.13,NetBanking,2024-01-21
5403,379.1,NetBanking,2024-02-10
4023,1842.98,UPI,2024-02-15
14771,1635.46,Wallet,2024-02-19
15715,1278.09,UPI,2024-01-14
6065,829.16,Card,2024-01-22
5894,1618.89,Card,2024-02-26
1538,800.05,Card,2024-02-04
7687,1667.6,Wallet,2024-01-12
15788,273.25,UPI,2024-01-02
15552,1566.14,Wallet,2024-01-01
5801,1499.27,NetBanking,2024-01-27
11699,1835.22,Wallet,2024-01-10
9637,1502.58,UPI,2024-01-07
9063,1796.38,Wallet,2024-02-15
3060,1717.37,NetBanking,2024-01-06
5201,468.13,NetBanking,2024-01-13
7711,1710.11,UPI,2024-01-03
17531,378.88,Wallet,2024-01-30
1843,1925.73,UPI,2024-03-01
10617,950.79,Card,2024-01-16
3831,1089.76,Wallet,2024-02-12
14341,429.82,Card,2024-02-21
15577,1525.2,Wallet,2024-02-24
15879,215.86,Wallet,2024-01-21
5763,1931.09,Card,2024-02-17
1872,889.97,NetBanking,2024-01-24
15718,280.7,NetBanking,2024-02-13
14473,428.57,NetBanking,2024-02-02
1980,725.02,Card,2024-01-08
16665,1193.93,NetBanking,2024-01-23
16216,1650.18,Card,2024-02-26
15121,1091.76,UPI,2024-01-11
2355,1113.04,Card,2024-02-28
5976,956.62,NetBanking,2024-01-13
14354,474.34,UPI,2024-03-01
2120,539.88,UPI,2024-02-11
15340,501.82,NetBanking,2024-02-14
12288,1243.94,Card,2024-01-02
7456,248.88,Card,2024-01-28
12034,1713.71,NetBanking,2024-01-08
10589,1194.1,UPI,2024-01-05
12390,982.93,UPI,2024-01-30
19630,935.86,NetBanking,2024-02-13
11030,734.99,NetBanking,2024-01-21
12689,752.05,Card,2024-01-22
5551,1212.57,Wallet,2024-02-14
14163,100.87,Card,2024-02-17
19694,234.97,Wallet,2024-01-20
103,1020.09,Card,2024-02-06
1056,158.76,UPI,2024-02-19
8785,535.11,Wallet,2024-02-02
3360,887.98,UPI,2024-01-19
3645,862.86,UPI,2024-01-28
18169,308.45,UPI,2024-02-24
4718,637.46,Card,2024-02-05
1394,1348.19,UPI,2024-01-20
1210,868.56,Wallet,2024-02-01
17273,1426.48,Card,2024-02-21
8479,830.65,Card,2024-01-26
1249,210.78,UPI,2024-03-01
4744,428.99,Card,2024-01-17
10594,328.37,Wallet,2024-01-20
2657,1356.77,NetBanking,2024-02-01
4924,142.12,Wallet,2024-01-31
14111,899.41,NetBanking,2024-01-08
10217,481.88,UPI,2024-02-02
14569,857.71,Wallet,2024-02-09
13895,634.61,UPI,2024-01-07
6355,671.56,Wallet,2024-02-06
18319,988.23,Card,2024-02-16
10735,902.8,NetBanking,2024-01-31
573,328.44,UPI,2024-01-19
10133,1625.16,Wallet,2024-02-01
4533,262.05,Card,2024-01-16
11581,1950.03,NetBanking,2024-02-22
5767,1384.23,NetBanking,2024-01-21
13662,871.17,UPI,2024-01-14
5941,1336.87,Card,2024-01-22
18280,1822.38,UPI,2024-01-14
16413,1702.71,Wallet,2024-02-13
5795,211.29,Card,2024-01-09
7661,566.64,UPI,2024-02-02
12835,1126.96,Wallet,2024-02-22
208,892.06,NetBanking,2024-01-20
17372,1477.78,UPI,2024-01-20
1883,1087.7,Card,2024-01-13
4270,1423.07,UPI,2024-02-02
18222,1079.64,UPI,2024-02-15
14293,1270.43,NetBanking,2024-02-27
18114,1693.23,Card,2024-02-01
11333,295.13,NetBanking,2024-01-19
7897,913.83,Wallet,2024-01-07
2906,1936.51,Card,2024-02-08
1382,583.34,NetBanking,2024-02-08
17018,115.45,UPI,2024-01-14
3047,119.24,UPI,2024-01-21
11182,1394.16,Card,2024-01-19
12108,1477.68,Wallet,2024-02-11
913,832.25,Wallet,2024-01-12
5503,2096.95,Wallet,2024-02-04
15025,876.31,UPI,2024-02-28
8643,1013.86,NetBanking,2024-01-16
11500,280.29,NetBanking,2024-02-08
14469,2279.35,Card,2024-02-23
17338,1407.05,NetBanking,2024-01-15
2180,1752.98,NetBanking,2024-01-19
12436,579.27,Wallet,2024-02-23
5313,824.78,UPI,2024-01-08
16790,1358.35,NetBanking,2024-03-01
8730,1073.4,Card,2024-02-15
19357,1980.58,Card,2024-01-23
7925,944.53,Card,2024-02-04
9056,1538.98,Wallet,2024-01-07
22,135.8,UPI,2024-02-09
4970,751.05,Wallet,2024-01-09
11884,1076.58,Card,2024-01-28
14690,1921.04,UPI,2024-02-28
11064,1802.24,Wallet,2024-01-09
13684,690.29,Wallet,2024-02-01
17724,1167.3,NetBanking,2024-02-26
7837,1344.12,Card,2024-02-26
15432,630.9,Wallet,2024-02-23
11062,155.36,Card,2024-01-21
3026,1246.93,NetBanking,2024-01-10
1658,481.7,NetBanking,2024-02-10
2528,1749.43,NetBanking,2024-01-25
15841,1536.13,UPI,2024-02-29
19894,242.48,UPI,2024-02-26
1350,1106.45,UPI,2024-02-16
8528,778.37,Wallet,2024-01-24
6858,1171.67,UPI,2024-02-08
17848,283.79,UPI,2024-02-18
16562,1323.7,UPI,2024-01-22
9908,1675.8,Card,2024-01-03
19178,1852.57,UPI,2024-01-01
2016,1308.24,NetBanking,2024-01-29
7003,695.44,Card,2024-02-08
6358,184.43,NetBanking,2024-01-29
11148,807.4,Card,2024-02-18
17194,630.4,NetBanking,2024-01-26
13704,785.88,Card,2024-02-29
4625,434.9,Wallet,2024-01-12
6987,969.59,NetBanking,2024-02-10
14847,245.17,Wallet,2024-02-25
9545,1008.2,Wallet,2024-01-30
10687,1762.44,NetBanking,2024-01-23
97,965.88,Card,2024-01-21
505,227.34,Wallet,2024-01-09
15811,1769.92,UPI,2024-01-10
16590,474.56,UPI,2024-01-15
16940,1094.02,Card,2024-02-06
4115,1935.75,Card,2024-01-20
15720,349.22,Card,2024-02-19
2399,1969.87,UPI,2024-01-23
15445,581.98,Wallet,2024-02-06
6380,134.21,UPI,2024-02-14
5094,1213.34,Wallet,2024-02-05
17394,1265.63,Wallet,2024-01-04
18109,1111.9,Card,2024-02-11
4268,722.23,NetBanking,2024-01-23
18701,1729.22,UPI,2024-01-05
11071,989.42,NetBanking,2024-01-24
2783,243.04,Card,2024-02-19
17465,924.88,NetBanking,2024-01-24
16656,1637.88,UPI,2024-02-22
16990,330.04,Wallet,2024-01-04
11319,467.4,Card,2024-02-05
15874,1247.94,UPI,2024-01-16
3024,102.46,Card,2024-01-01
18975,585.63,UPI,2024-02-14
9121,1852.26,Wallet,2024-02-15
7794,621.02,Card,2024-02-20
9821,777.18,NetBanking,2024-01-12
9314,1191.06,Wallet,2024-01-28
14786,372.44,Card,2024-01-01
14368,244.75,UPI,2024-02-12
4360,845.64,NetBanking,2024-02-03
18899,1800.72,NetBanking,2024-01-22
4036,1595.54,UPI,2024-01-31
14248,1685.17,Wallet,2024-01-07
1655,848.96,UPI,2024-02-09
18805,180.18,NetBanking,2024-01-12
18909,316.67,UPI,2024-01-12
14370,686.16,Card,2024-01-03
10792,1513.8,NetBanking,2024-02-13
2263,1228.28,UPI,2024-02-03
3463,186.79,Card,2024-01-27
3740,1018.68,Wallet,2024-01-18
17506,147.11,Wallet,2024-01-08
6875,1620.61,NetBanking,2024-01-27
19758,234.43,NetBanking,2024-02-11
16236,1997.94,Card,2024-01-04
16671,616.52,Card,2024-02-09
7689,1584.48,Card,2024-02-25
17864,397.76,NetBanking,2024-01-30
10274,1727.54,NetBanking,2024-01-14
18496,2088.33,NetBanking,2024-01-19
12708,1312.04,UPI,2024-01-14
17745,296.07,Wallet,2024-02-08
12306,441.83,Card,2024-01-18
5420,220.27,Card,2024-01-30
5401,1764.99,Card,2024-02-15
16819,687.61,UPI,2024-02-21
7084,1122.58,Wallet,2024-01-18
11393,1633.88,Wallet,2024-01-03
1722,1413.93,NetBanking,2024-01-14
10954,1387.11,NetBanking,2024-02-20
6600,243.59,Card,2024-01-14
14430,1365.08,Card,2024-02-08
13456,955.93,Card,2024-01-17
2341,143.32,Wallet,2024-02-15
8554,1856.42,NetBanking,2024-01-02
475,1881.14,UPI,2024-01-28
1476,323.77,Card,2024-01-31
19977,737.84,UPI,2024-02-29
5665,115.95,Wallet,2024-01-16
14579,1559.43,Wallet,2024-01-06
18460,1793.67,Card,2024-02-03
14227,1015.81,Wallet,2024-01-15
19806,1738.45,Card,2024-02-11
16616,1865.21,Card,2024-01-02
10726,1519.65,NetBanking,2024-01-02
13561,491.53,Wallet,2024-01-09
9370,926.19,Card,2024-01-03
8190,1719.14,Card,2024-01-05
19341,718.03,Wallet,2024-01-03
19508,1391.78,Card,2024-03-01
11979,947.79,Wallet,2024-02-09
8820,607.89,UPI,2024-01-29
12504,1493.69,Card,2024-01-18
17657,1497.58,NetBanking,2024-01-01
14103,1783.8,Wallet,2024-01-09
8715,635.24,Wallet,2024-01-25
17694,1526.26,UPI,2024-01-01
16835,944.07,Wallet,2024-02-23
3750,1155.58,UPI,2024-01-27
15066,1623.71,NetBanking,2024-01-13
18057,118.32,UPI,2024-01-26
14634,1390.58,NetBanking,2024-02-06
13614,1689.25,Wallet,2024-02-21
13256,1701.8,Card,2024-02-05
11403,637.15,Card,2024-01-29
18667,1829.25,NetBanking,2024-01-30
10556,134.23,UPI,2024-01-12
14753,1874.42,UPI,2024-01-31
10345,590.41,Wallet,2024-02-17
7339,1296.95,Wallet,2024-01-16
3058,1997.54,UPI,2024-01-21
18143,1897.47,UPI,2024-01-15
17131,1794.34,NetBanking,2024-01-15
11185,1261.51,Wallet,2024-01-01
14883,1324.34,UPI,2024-01-19
2293,323.35,Wallet,2024-02-14
19984,530.03,Card,2024-01-25
17283,1974.69,NetBanking,2024-01-08
18608,1989.73,Card,2024-01-08
12624,654.62,NetBanking,2024-02-12
10205,138.05,UPI,2024-01-20
18480,425.53,Wallet,2024-02-16
4063,1844.39,NetBanking,2024-02-24
1125,807.73,NetBanking,2024-03-01
15927,227.59,NetBanking,2024-02-02
16271,1250.74,UPI,2024-01-06
9559,1968.8,Card,2024-01-20
782,1439.21,UPI,2024-02-11
7027,1468.8,UPI,2024-01-24
15363,686.38,UPI,2024-01-23
2253,772.85,UPI,2024-01-03
