item_id,order_id,product_id,quantity,unit_price,discount_percent
827,642,19,1,3538.74,87.21
828,226,345,4,951.03,81.39
829,752,255,5,3826.9,8.87
830,529,439,-4,450.2,55.77
831,214,364,3,4143.49,61.34
832,647,299,4,2931.19,65.69
833,185,450,5,5256.48,66.8
834,502,408,7,3283.31,29.54
835,225,58,5,2710.68,24.74
836,436,60,3,1947.49,11.35
837,714,204,3,2928.25,80.47
838,501,308,7,222.33,26.79
839,221,456,7,4642.2,26.16
840,326,211,7,2579.94,26.07
841,56,138,8,2072.06,81.85
842,316,230,7,5259.95,53.6
843,799,321,2,3699.16,32.97
844,620,277,1,175.65,37.92
845,800,361,6,4612.71,55.29
846,671,26,9,3236.06,98.52
847,549,203,4,1010.35,37.39
848,424,111,9,5643.08,3.61
849,21,387,9,2417.73,48.49
850,161,145,-5,3807.76,68.81
851,35,140,2,2298.25,40.08
852,759,449,5,505.34,50.45
853,721,391,-7,4468.78,54.17
854,156,49,10,1205.99,60.57
855,320,402,6,4473.73,30.22
856,470,104,2,3953.5,47.14
857,299,220,2,2467.67,27.86
858,292,465,9,2325.33,99.32
859,746,202,6,4301.74,45.23
860,592,500,1,1431.09,36.98
861,577,56,5,4867.6,97.58
862,98,288,3,5655.46,59.34
863,86,73,7,2867.41,72.3
864,581,390,4,2985.84,41.19
865,759,173,3,4149.54,59.87
866,6,138,4,4778.44,54.56
867,321,492,4,4267.77,51.44
868,758,376,2,2582.93,7.75
869,131,388,1,4501.49,16.62
870,449,446,2,2573.88,17.07
871,538,250,3,3305.16,39.94
872,304,61,7,4333.66,88.02
873,278,268,6,2261.21,65.02
874,145,149,9,4826.74,95.2
875,381,266,10,2804.14,93.62
876,765,369,3,4304.73,47.39
877,326,214,3,448.94,97.7
878,320,360,4,608.39,45.86
879,97,32,10,980.9,35.05
880,573,453,4,134.07,19.26
881,292,421,7,1869.21,62.45
882,413,479,5,3867.52,20.26
883,607,79,2,1715.91,26.29
884,105,65,9,4608.02,33.02
885,791,437,10,5801.62,73.73
886,631,343,8,65.89,23.18
887,222,47,10,1030.67,87.46
888,332,40,1,4853.04,42.54
889,484,168,5,747.91,56.01
890,387,397,7,2162.2,83.86
891,325,272,2,5061.04,95.54
892,649,427,5,5047.26,56.05
893,502,356,5,3369.54,43.54
894,357,92,1,5139.47,77.07
895,355,373,7,3380.77,99.79
896,196,196,6,4498.39,1.07
897,453,185,9,3537.82,32.85
898,378,469,5,127.32,27.3
899,663,141,8,5974.64,70.43
900,281,321,1,4948.79,86.32
901,483,312,8,2867.02,87.49
902,769,280,2,221.58,89.43
903,157,362,3,833.31,41.96
904,123,29,8,420.84,9.75
905,558,143,4,4437.85,33.27
906,689,435,6,1056.82,98.63
907,740,484,6,5646.24,40.32
908,684,343,1,4959.03,50.15
909,747,137,2,314.83,60.85
910,706,259,7,4493.63,83.79
911,4,160,5,750.4,46.63
912,714,45,10,574.56,91.8
913,187,374,2,3567.33,96.58
914,786,87,1,2278.45,8.13
915,742,483,4,4101.3,94.27
916,196,383,3,2306.9,28.71
917,286,72,10,1394.46,18.82
918,205,91,5,2665.61,9.24
919,364,297,6,3868.86,44.97
920,647,352,3,5016.61,38.57
921,551,292,4,2631.43,64.6
922,699,408,5,4212.94,50.38
923,761,407,5,4651.78,25.82
924,479,134,1,3126.33,63.11
925,487,72,8,2265.08,37.79
926,603,462,1,672.45,35.89
927,9,82,7,2053.2,90.3
928,192,468,6,2827.71,18.62
929,23,225,10,3476.99,43.5
930,409,243,4,2270.63,33.79
931,695,206,5,5577.49,23.43
932,520,56,7,1652.7,57.75
933,608,15,3,5538.0,88.66
934,715,483,9,5835.95,75.19
935,134,340,6,370.11,9.04
936,785,73,6,1033.79,0.08
937,152,103,3,528.23,23.62
938,209,224,2,967.12,55.53
939,795,192,1,2101.04,47.08
940,704,202,4,4027.2,83.13
941,724,125,2,1944.22,93.53
942,410,396,6,4927.76,73.04
943,435,306,7,2113.86,66.99
944,601,14,4,1110.05,23.52
945,371,175,9,3682.87,75.17
946,80,331,4,1168.42,21.12
947,446,48,6,1120.26,15.07
948,319,199,8,5753.15,42.17
949,168,204,9,2816.29,8.26
950,703,376,2,2456.62,80.69
951,165,164,3,2334.74,45.47
952,498,335,7,374.34,42.5
953,760,325,2,4824.39,45.03
954,382,400,8,5072.8,97.18
955,115,403,3,3213.68,38.35
956,691,41,-3,5691.8,70.76
957,265,102,9,4379.39,45.5
958,50,238,5,5213.99,46.03
959,52,456,10,1551.34,33.75
960,304,393,1,1113.43,35.69
961,18,229,6,261.91,11.17
962,750,19,9,1529.33,8.4
963,97,65,3,2615.05,27.47
964,470,353,10,4962.15,83.49
965,751,421,9,291.81,32.66
966,40,76,10,3845.0,88.2
967,392,263,2,3838.61,30.2
968,411,12,3,1578.31,65.29
969,82,429,7,4772.19,57.09
970,311,316,9,4772.65,69.43
971,51,192,10,4576.28,43.69
972,765,353,3,4045.07,60.46
973,186,348,5,2472.74,1.87
974,425,337,3,2801.53,79.03
975,651,163,2,157.53,32.46
976,66,314,5,3675.43,46.06
977,431,326,10,2364.79,92.99
978,13,176,6,4944.64,15.18
979,761,256,4,1061.58,39.01
980,413,17,10,3806.74,56.13
981,354,43,4,3201.07,30.4
982,769,162,8,225.91,62.49
983,171,320,6,2521.59,76.49
984,770,499,5,2970.0,23.47
985,551,68,7,5105.53,9.7
986,224,109,2,1112.8,15.91
987,797,377,7,2144.55,21.78
988,614,143,6,3800.14,66.42
989,704,492,6,3218.42,22.51
990,414,254,8,5551.07,15.7
991,182,205,-5,4987.7,76.29
992,672,89,2,3935.97,97.42
993,421,97,1,874.5,61.99
994,83,307,10,5675.66,32.5
995,256,86,10,4121.96,95.18
996,24,381,10,3941.99,55.21
997,198,436,3,4352.21,23.93
998,484,480,4,1793.24,89.44
999,212,296,8,4117.84,44.37
1000,248,408,3,3026.28,11.12
1001,619,429,6,5457.83,24.49
1002,740,493,-2,242.32,67.69
1003,533,241,7,2531.68,26.0
1004,734,276,2,3661.51,98.92
1005,732,13,8,4369.89,29.3
1006,408,425,1,4313.92,51.16
1007,666,226,7,666.56,84.71
1008,777,423,10,715.11,16.9
1009,423,337,6,1496.26,48.26
1010,271,50,6,490.71,89.92
1011,504,386,4,2087.54,68.92
1012,339,404,8,3430.98,59.44
1013,780,72,3,204.35,88.02
1014,578,186,5,4309.23,56.76
1015,313,244,8,968.93,80.52
1016,132,76,10,2336.15,63.68
1017,29,436,4,932.76,1.21
1018,373,370,9,5976.9,40.58
1019,634,461,3,3880.92,58.71
1020,514,161,9,5199.18,48.52
1021,174,446,9,2929.79,37.99
1022,685,485,2,1890.38,22.43
1023,285,312,2,2171.18,45.93
1024,654,465,1,5082.19,78.31
1025,537,460,4,2213.18,3.28
1026,642,51,6,1665.27,96.17
1027,760,276,2,383.05,56.67
1028,254,126,5,1136.97,93.63
1029,251,117,8,5877.3,26.58
1030,285,47,4,5508.93,90.61
1031,136,268,5,1404.14,58.57
1032,596,245,8,5295.76,5.11
1033,650,38,4,2679.29,47.6
1034,103,278,10,2949.02,56.93
1035,596,221,2,2683.72,64.26
1036,604,413,10,5953.81,25.17
1037,417,308,5,1100.36,50.73
1038,527,146,5,3216.53,34.11
1039,695,288,9,2668.26,97.72
1040,187,250,1,5847.41,47.05
1041,168,92,2,4054.21,9.46
1042,454,176,9,1201.89,10.87
1043,238,110,5,1954.09,53.04
1044,106,351,5,1301.24,67.19
1045,332,81,4,4725.58,85.24
1046,625,340,3,3122.97,47.38
1047,610,404,7,1652.83,93.28
1048,484,479,5,1872.08,72.67
1049,764,162,8,3401.55,76.27
1050,6,391,7,2482.29,64.58
1051,144,500,8,165.9,70.43
1052,214,339,5,2272.18,32.18
1053,392,167,9,1236.74,21.5
1054,516,226,5,1496.67,32.55
1055,492,483,10,5828.24,4.6
1056,676,200,8,5922.23,58.61
1057,61,52,1,1692.48,36.94
1058,292,57,8,4511.47,32.45
1059,794,376,7,5250.01,58.98
1060,588,103,9,1509.1,57.27
1061,782,339,5,4912.99,68.96
1062,144,396,2,4210.55,73.91
1063,370,464,8,1328.14,32.13
1064,234,236,6,4082.13,70.41
1065,262,310,1,3871.33,42.73
1066,499,409,1,408.7,98.96
1067,383,9,10,240.9,50.42
1068,335,405,9,3470.15,63.44
1069,753,39,10,3371.83,11.23
1070,163,409,9,572.0,92.25
1071,625,333,4,4614.34,43.09
1072,284,239,8,5966.38,15.22
1073,339,38,3,2071.87,52.77
1074,710,379,7,2438.72,29.38
1075,639,425,-7,1390.12,42.71
1076,266,439,4,4618.28,53.24
1077,670,341,4,3467.91,35.46
1078,733,445,10,4649.3,20.61
1079,186,52,1,5669.74,3.95
1080,131,277,6,1998.39,31.53
1081,236,337,4,1021.57,99.1
1082,239,480,4,212.41,87.76
1083,451,64,-7,5211.82,85.42
1084,214,195,1,2425.11,20.56
1085,390,303,2,1091.83,91.33
1086,742,265,2,1297.35,94.07
1087,759,310,6,1935.43,19.1
1088,93,410,9,1568.94,11.2
1089,468,9,1,2549.08,96.16
1090,103,182,6,5027.38,43.41
1091,668,154,4,552.49,64.36
1092,400,449,-8,5787.2,72.96
1093,332,24,3,1105.28,0.93
1094,532,80,3,4585.61,6.12
1095,215,444,5,2518.51,15.75
1096,177,90,9,4464.7,81.03
1097,186,187,2,228.38,20.41
1098,414,321,6,1627.83,32.11
1099,27,170,1,253.63,87.2
1100,418,24,9,3611.12,52.52
1101,162,52,1,1375.06,41.99
1102,68,58,8,2519.71,89.81
1103,451,69,10,54.29,47.62
1104,264,66,6,2225.22,61.36
1105,734,50,8,4994.98,57.12
1106,129,113,9,5656.62,22.56
1107,85,381,2,1729.68,61.5
1108,256,116,5,3973.25,32.86
1109,474,343,10,3484.14,88.36
1110,779,461,3,2279.89,14.52
1111,755,479,1,4808.64,63.19
1112,203,94,1,252.98,79.48
1113,166,204,-6,2910.62,85.77
1114,193,322,10,5956.56,45.32
1115,270,280,8,1711.87,76.85
1116,346,173,3,4851.58,48.74
1117,563,234,2,2087.13,51.91
1118,65,401,6,201.21,54.33
1119,97,117,8,765.65,71.27
1120,130,448,6,2645.18,98.43
1121,85,495,9,4929.16,88.56
1122,524,100,3,1370.05,1.67
1123,752,382,6,4690.63,56.29
1124,544,269,1,2207.8,23.04
1125,544,86,6,4098.36,63.49
1126,634,116,3,5733.03,42.4
1127,208,143,1,5695.95,29.65
1128,535,498,7,2834.62,13.61
1129,308,1,2,3356.76,31.16
1130,752,314,10,402.37,41.04
1131,148,247,3,4851.58,95.09
1132,249,201,3,2376.45,19.34
1133,359,37,4,1693.5,89.26
1134,127,372,10,953.48,44.34
1135,689,142,-6,747.89,31.12
1136,106,396,10,3979.51,29.88
1137,128,278,10,468.9,97.9
1138,738,175,5,293.78,83.8
1139,262,58,8,1052.31,70.98
1140,499,389,5,663.15,99.76
1141,618,492,10,1485.69,85.0
1142,507,429,7,3846.46,86.52
1143,287,432,5,3859.58,32.88
1144,683,429,5,544.41,10.11
1145,498,125,10,3566.95,66.56
1146,107,400,8,5032.6,37.58
1147,532,446,7,691.4,83.82
1148,659,489,2,748.97,76.4
1149,370,298,10,2392.78,74.43
1150,356,332,8,3461.4,52.28
1151,409,417,7,202.56,56.69
1152,25,323,6,5527.98,80.19
1153,747,234,5,4113.92,35.24
1154,255,142,8,1980.85,69.91
1155,651,135,3,4636.31,54.73
1156,330,380,7,4696.76,17.21
1157,512,439,2,3717.6,73.99
1158,234,163,5,4345.55,63.95
1159,321,319,8,4551.56,20.21
1160,725,249,6,2654.73,36.15
1161,164,492,3,713.31,58.18
1162,519,359,9,3381.53,17.79
1163,634,357,2,588.73,59.8
1164,680,208,5,2073.98,35.38
1165,137,472,7,5738.65,81.46
1166,301,315,10,1976.83,22.48
1167,42,126,9,5956.43,2.64
1168,230,427,4,1393.7,64.79
1169,222,75,1,5789.31,85.75
1170,495,430,8,3329.8,56.81
1171,423,96,9,3782.17,88.86
1172,397,383,5,5892.4,80.34
1173,270,221,6,5556.76,23.47
1174,554,183,2,850.23,85.99
1175,720,127,9,624.9,91.75
1176,520,363,8,673.61,82.63
1177,234,369,6,3887.55,55.41
1178,230,239,5,366.55,61.88
1179,510,303,7,5974.94,2.21
1180,460,287,1,2885.93,70.63
1181,66,350,6,4327.27,56.98
1182,746,15,10,4240.1,94.27
1183,406,111,8,4198.38,30.47
1184,239,292,9,908.19,53.96
1185,698,301,6,5826.79,5.3
1186,773,184,10,5865.26,61.39
1187,543,212,3,1530.36,60.15
1188,778,92,-3,5576.52,72.87
1189,340,46,2,3465.32,94.9
1190,397,413,7,2872.72,84.73
1191,188,50,5,4258.21,87.91
1192,512,47,3,1243.61,35.12
1193,663,325,2,4523.3,52.39
1194,21,451,10,3364.91,68.27
1195,98,87,1,3198.27,0.47
1196,394,157,1,3430.07,37.48
1197,72,490,3,3744.19,18.18
1198,224,500,6,4114.93,15.47
1199,384,294,3,4252.89,87.97
1200,182,260,3,2698.38,62.21
1201,551,455,2,1904.41,29.14
1202,358,350,3,1045.94,9.97
1203,198,309,3,5523.99,93.78
1204,675,281,7,5666.87,66.87
1205,68,174,4,1474.74,81.76
1206,193,407,7,398.81,98.23
1207,492,416,10,3143.07,66.35
1208,329,467,9,4228.13,52.17
1209,776,280,4,856.08,76.35
1210,300,484,7,2293.55,49.05
1211,504,54,6,3677.5,30.59
1212,790,148,1,297.71,94.68
1213,315,457,10,3449.09,17.34
1214,322,379,1,330.88,30.29
1215,193,181,9,4961.1,87.37
1216,757,261,9,3077.04,68.11
1217,46,467,4,5702.29,89.24
1218,730,164,2,2996.89,57.11
1219,628,8,1,1275.88,68.94
1220,298,3,4,5495.71,33.08
1221,182,200,4,5034.83,4.48
1222,146,307,4,1586.2,92.22
1223,697,293,5,5278.15,73.66
1224,280,210,1,2511.16,27.81
1225,195,419,8,112.06,69.25
1226,43,357,8,4152.52,7.05
1227,118,60,3,2956.79,18.34
1228,336,86,5,4304.39,69.5
1229,292,275,5,3442.14,10.85
1230,123,203,4,3350.76,49.8
1231,131,266,1,700.6,22.86
1232,398,95,2,4848.13,24.18
1233,631,190,8,2680.04,76.91
1234,679,479,9,1174.37,21.04
1235,326,23,-10,958.63,85.95
1236,257,472,3,1243.86,64.41
1237,401,195,3,3058.29,22.52
1238,643,100,6,2661.29,87.13
1239,72,432,4,1762.45,16.11
1240,561,494,6,4124.34,40.99
1241,548,9,10,4358.27,32.17
1242,40,74,2,85.11,0.34
1243,60,417,7,761.87,22.45
1244,644,19,10,167.77,82.4
1245,488,480,10,1730.69,61.6
1246,461,467,4,3695.02,34.51
1247,652,233,8,961.17,53.65
1248,369,115,3,4399.32,96.3
1249,398,132,3,174.58,80.55
1250,148,22,8,5284.84,85.17
1251,412,65,6,2464.46,88.36
1252,472,376,8,2361.23,36.36
1253,334,341,7,3203.12,24.6
1254,730,98,10,5247.96,65.93
1255,634,187,8,4595.66,40.82
1256,660,158,4,2847.88,54.28
1257,464,154,10,1236.49,33.77
1258,161,338,7,2619.11,94.32
1259,25,356,4,4018.61,27.33
1260,764,349,10,3865.37,57.51
1261,203,78,7,1511.91,73.85
1262,781,477,8,5601.47,61.23
1263,753,322,1,4732.43,8.58
1264,9,472,1,585.18,93.16
1265,366,104,3,1879.99,6.6
1266,639,466,6,4978.11,47.51
1267,721,90,5,4823.9,15.98
1268,156,84,7,5465.88,40.97
1269,576,283,8,1723.35,84.8
1270,256,500,2,922.55,44.49
1271,774,21,3,2863.24,47.69
1272,786,11,10,4916.81,93.09
1273,599,293,3,168.15,49.18
1274,688,291,6,5927.5,88.65
1275,71,91,3,4080.37,91.68
1276,114,479,4,1958.16,71.14
1277,86,182,10,2993.76,62.19
1278,605,214,3,1553.66,51.34
1279,533,463,1,5439.61,5.2
1280,245,359,5,5977.12,33.75
1281,280,384,8,2030.87,3.14
1282,640,6,-10,2314.99,90.45
1283,390,199,1,1658.19,37.51
1284,376,412,9,4715.52,40.72
1285,351,68,6,3336.68,48.88
1286,274,43,8,554.53,66.62
1287,327,442,9,186.89,12.85
1288,781,55,4,2271.66,15.4
1289,243,399,2,107.39,1.34
1290,350,446,10,3517.39,96.56
1291,472,324,6,679.7,12.2
1292,722,72,4,5563.04,18.56
1293,736,488,-2,4759.98,23.31
1294,52,368,2,3771.44,19.26
1295,203,363,8,1157.09,28.81
1296,693,304,1,3070.13,7.96
1297,203,135,3,3473.83,18.93
1298,127,360,2,5099.27,75.63
1299,234,84,7,3574.23,60.16
1300,519,328,5,1543.15,34.48
1301,247,272,1,5810.43,25.17
1302,773,83,2,2988.84,90.27
1303,62,318,7,4598.38,71.61
1304,13,382,2,4639.75,91.45
1305,715,349,10,441.98,26.24
1306,327,231,6,2908.67,49.97
1307,782,251,6,4482.57,22.81
1308,175,22,6,5285.85,32.44
1309,413,238,8,895.39,75.06
1310,430,487,1,4740.18,38.15
1311,648,77,7,2634.57,81.74
1312,177,78,10,1341.11,1.64
1313,484,77,5,179.0,39.22
1314,311,425,9,1180.18,60.68
1315,512,222,7,1000.93,96.91
1316,62,181,2,1973.53,47.67
1317,297,73,4,2990.68,21.64
1318,503,7,5,2064.55,31.06
1319,634,220,10,820.1,28.19
1320,743,192,3,5824.06,6.31
1321,458,190,7,5670.23,68.83
1322,321,325,8,3352.22,57.72
1323,340,358,4,5794.57,78.16
1324,587,498,4,3675.85,81.33
1325,256,251,10,165.41,51.1
1326,98,197,3,533.78,49.09
1327,618,462,5,2367.98,19.32
1328,789,142,3,4677.67,47.37
1329,229,325,1,4957.78,48.26
1330,150,402,5,2933.95,31.42
1331,550,103,4,3605.64,12.04
1332,752,32,4,3049.57,24.82
1333,386,217,1,1265.23,29.61
1334,30,334,7,2816.39,90.98
1335,152,229,7,3583.38,75.85
1336,111,480,5,1226.8,60.65
1337,292,84,10,5738.83,12.39
1338,335,283,8,1925.85,72.05
1339,564,14,7,2403.45,32.66
1340,779,18,5,4551.12,3.94
1341,524,29,3,5565.34,13.99
1342,105,268,3,1448.33,75.47
1343,366,174,2,4517.56,49.25
1344,559,32,9,4748.89,69.46
1345,562,422,2,2718.56,11.52
1346,268,117,4,4116.96,2.42
1347,659,432,4,300.95,75.85
1348,157,489,3,1971.55,75.6
1349,687,203,1,1773.35,2.35
1350,732,357,7,288.77,58.97
1351,214,118,10,2128.82,8.06
1352,377,261,3,955.92,0.73
1353,643,382,10,3359.76,51.09
1354,164,428,4,1574.86,19.58
1355,267,202,2,2737.32,44.55
1356,668,344,9,1267.31,11.27
1357,397,412,2,5251.69,20.01
1358,584,377,5,4061.53,88.67
1359,311,185,8,3775.4,56.68
1360,259,112,-9,123.54,82.96
1361,342,106,8,2362.0,32.74
1362,401,309,3,2907.04,59.67
1363,684,439,4,688.21,0.03
1364,32,318,1,5683.38,93.02
1365,311,228,7,5769.19,9.72
1366,377,111,4,4463.99,37.28
1367,287,214,1,258.21,12.01
1368,146,135,8,5329.8,80.06
1369,210,62,1,5595.66,17.46
1370,116,45,4,5324.32,69.49
1371,280,139,1,2904.36,73.14
1372,157,111,2,2295.68,3.72
1373,443,426,8,5838.8,57.68
1374,46,337,2,5264.44,70.99
1375,737,246,4,195.26,27.2
1376,193,121,8,5975.23,4.41
1377,577,428,7,4232.53,79.2
1378,733,435,1,576.08,36.73
1379,484,279,3,5415.83,72.62
1380,554,75,6,2113.39,17.4
1381,412,191,8,4615.51,14.76
1382,689,385,8,2476.56,96.14
1383,89,309,5,2030.18,35.87
1384,478,231,9,1027.44,4.28
1385,519,471,3,3264.26,83.2
1386,164,436,10,4906.74,20.58
1387,710,203,2,5290.3,99.05
1388,558,22,9,74.04,93.45
1389,681,483,3,4119.86,78.77
1390,501,60,6,4791.63,54.85
1391,405,268,7,2139.25,40.8
1392,770,55,4,2749.24,83.43
1393,772,97,1,5817.22,79.99
1394,508,74,2,1874.01,75.58
1395,311,423,4,624.69,81.45
1396,25,9,1,1282.17,82.77
1397,697,37,2,5708.53,42.19
1398,367,339,-7,3605.49,34.32
1399,384,107,5,3558.66,47.84
1400,630,304,1,5863.23,50.0
1401,360,16,5,5173.99,38.38
1402,552,395,2,3543.39,88.06
1403,702,252,1,5778.47,75.9
1404,89,244,5,543.64,72.43
1405,733,324,2,4506.86,24.14
1406,481,18,6,4674.12,85.46
1407,222,315,7,4118.75,59.34
1408,692,400,1,2694.36,50.21
1409,475,141,10,5553.63,65.37
1410,50,130,10,3124.58,17.39
1411,463,151,3,3626.67,42.67
1412,704,80,2,2943.17,0.57
1413,795,382,3,311.05,18.27
1414,349,444,10,1410.96,44.47
1415,718,486,2,878.27,74.04
1416,620,289,1,2231.72,69.89
1417,22,363,9,2241.32,54.35
1418,429,243,1,3365.83,42.23
1419,67,45,5,4004.98,47.46
1420,520,471,4,5259.42,12.1
1421,166,45,10,1219.28,65.99
1422,560,192,9,447.57,79.0
1423,190,299,7,286.55,20.24
1424,308,69,-7,406.96,78.81
1425,116,269,5,102.7,88.04
1426,141,164,4,4817.29,18.87
1427,487,245,8,1075.89,55.3
1428,643,278,2,805.39,50.99
1429,779,35,8,5924.8,56.62
1430,253,321,7,2202.25,22.53
1431,269,209,1,305.31,32.05
1432,405,15,4,5588.14,39.08
1433,621,429,4,807.59,61.49
1434,522,456,7,4544.81,15.73
1435,614,267,5,496.58,59.98
1436,428,34,9,5355.32,14.56
1437,657,21,6,1720.96,65.02
1438,350,156,9,5519.99,85.54
1439,482,262,8,5233.4,68.85
1440,712,287,10,4725.61,13.73
1441,346,47,8,3219.8,61.64
1442,65,129,5,5254.77,59.44
1443,234,161,6,3417.79,34.85
1444,314,99,6,2498.66,26.39
1445,435,343,4,5348.77,13.93
1446,789,353,5,4131.58,71.26
1447,567,165,4,3511.41,17.34
1448,742,371,5,1274.12,78.99
1449,346,94,8,2380.2,71.7
1450,582,236,9,1565.62,7.21
1451,128,495,7,5904.01,0.33
1452,194,416,5,2755.83,99.09
1453,598,421,5,2551.93,26.57
1454,438,322,8,2884.39,38.69
1455,123,72,3,4572.74,99.42
1456,43,434,2,3313.52,26.84
1457,99,474,7,5353.3,56.66
1458,11,58,6,4331.45,28.42
1459,247,119,4,3445.17,26.67
1460,566,182,4,3344.58,31.67
1461,226,88,7,3716.96,95.45
1462,94,293,10,1654.89,48.63
1463,98,127,7,2784.06,16.56
1464,178,470,4,68.85,67.12
1465,446,297,10,2704.68,23.22
1466,84,210,8,4448.03,38.45
1467,630,385,-7,4602.08,20.51
1468,690,252,7,3167.42,32.21
1469,512,260,10,2681.03,20.55
1470,148,361,2,4208.63,37.77
1471,414,107,4,2460.36,24.88
1472,298,461,4,5272.5,96.07
1473,703,479,10,4200.61,45.22
1474,23,200,10,2316.78,49.1
1475,742,229,7,1566.81,22.86
1476,376,467,5,1052.82,85.36
1477,661,265,10,1214.49,3.63
1478,391,187,1,585.34,91.58
1479,95,316,9,521.57,93.2
1480,464,77,5,2643.57,87.1
1481,191,118,7,3147.02,23.18
1482,95,318,1,4709.45,87.18
1483,759,91,5,5655.0,89.49
1484,242,9,4,508.43,77.28
1485,276,419,3,4685.4,55.34
1486,378,371,3,5596.29,24.56
1487,9,167,3,3103.81,2.07
1488,517,459,1,1043.66,46.91
1489,136,124,10,3464.49,27.93
1490,252,233,3,4294.91,16.21
1491,621,387,1,2295.68,0.06
1492,472,271,8,2400.35,54.15
1493,414,456,9,3901.75,51.97
1494,621,296,7,3164.65,40.77
1495,516,440,8,266.68,7.34
1496,377,432,5,5429.78,38.26
1497,307,192,1,1232.28,1.6
1498,446,397,3,3563.06,75.88
1499,144,333,5,896.78,90.05
1500,450,130,8,4291.7,37.16
1501,210,238,3,355.51,94.77
1502,656,473,2,366.06,46.51
1503,396,455,7,1799.01,82.11
1504,565,245,1,5218.34,47.95
1505,361,170,4,3064.97,1.11
1506,104,75,9,196.87,21.87
1507,534,191,1,2037.54,61.29
1508,356,319,6,352.95,51.7
1509,127,453,8,2628.78,51.4
1510,683,400,9,3419.79,6.73
1511,158,478,7,4299.91,73.14
1512,651,137,3,5494.22,9.32
1513,394,142,7,311.88,1.21
1514,137,100,7,2534.65,82.59
1515,156,219,9,5943.04,21.06
1516,68,84,1,2921.85,6.61
1517,480,469,3,2986.22,8.0
1518,471,416,6,5877.78,85.06
1519,265,296,9,5412.89,74.21
1520,647,341,6,4023.12,83.54
1521,604,267,5,4680.86,24.53
1522,23,223,8,5642.64,30.06
1523,742,208,1,1837.04,86.31
1524,110,422,3,5074.7,21.9
1525,255,238,3,4199.42,50.58
1526,423,381,7,2020.72,8.11
1527,167,320,8,3994.15,77.5
1528,59,224,7,966.57,47.32
1529,32,171,6,1452.31,87.91
1530,504,476,7,2461.64,84.95
1531,294,125,10,2049.86,59.8
1532,608,193,2,539.75,73.74
1533,154,277,7,599.27,97.01
1534,715,332,3,62.42,17.76
1535,137,150,6,5512.6,70.0
1536,683,293,2,5362.63,33.01
1537,40,299,2,3705.46,82.14
1538,197,405,3,4953.94,49.04
1539,274,304,5,3180.22,83.18
1540,292,71,2,5121.75,15.74
1541,795,359,9,3658.58,68.9
1542,33,202,6,4184.71,81.03
1543,368,488,9,3938.26,81.46
1544,429,414,4,5090.38,66.63
1545,216,124,8,973.55,7.95
1546,602,449,2,5989.44,12.61
1547,741,38,5,4141.97,57.93
1548,736,247,7,5582.75,66.83
1549,688,283,10,4269.21,89.56
1550,672,18,6,1189.36,6.61
1551,33,431,5,4884.49,46.35
1552,408,402,6,4903.9,74.53
1553,725,217,6,4521.51,86.81
1554,189,4,3,2524.02,48.69
1555,343,76,1,1478.14,60.39
1556,285,465,4,2536.33,77.09
1557,647,185,6,2269.49,0.27
1558,495,396,9,929.44,68.04
1559,755,381,9,2374.61,52.87
1560,605,314,10,4629.79,73.13
1561,41,233,10,3255.81,75.58
1562,46,146,-6,3556.46,96.51
1563,65,243,7,5488.93,60.88
1564,237,473,6,1376.25,26.47
1565,668,437,1,4027.17,57.96
1566,405,136,1,291.24,95.2
1567,461,123,-7,334.19,7.61
1568,281,275,9,147.24,86.85
1569,751,407,5,3996.72,49.66
1570,595,110,9,1760.96,11.59
1571,241,474,7,2005.09,54.51
1572,206,8,7,3898.72,94.66
1573,22,51,3,4399.55,16.9
1574,300,344,5,5440.43,20.41
1575,168,186,2,1768.23,99.79
1576,709,281,2,975.63,12.14
1577,4,489,4,4633.52,75.84
1578,277,495,3,2735.18,12.14
1579,785,428,9,776.48,66.8
1580,285,403,2,597.58,17.64
1581,194,280,5,5469.97,62.03
1582,785,45,2,2085.5,52.21
1583,707,274,4,5552.05,63.16
1584,31,175,7,2622.79,80.73
1585,795,416,7,1181.35,63.75
1586,793,301,2,4480.67,83.45
1587,800,254,9,2354.29,64.25
1588,204,461,1,1169.08,57.09
1589,18,341,6,2522.43,83.75
1590,323,442,8,5065.98,59.46
1591,575,393,2,2866.91,55.36
1592,565,372,6,4874.43,78.61
1593,654,163,4,4941.88,29.35
1594,110,29,5,5990.5,69.59
1595,389,79,5,2501.58,7.44
1596,544,187,2,4444.84,40.69
1597,27,146,6,603.8,13.74
1598,538,309,10,2207.07,9.52
1599,271,394,6,786.18,57.64
1600,597,410,2,1695.26,84.15
1601,564,387,9,524.0,71.28
1602,592,446,9,3336.58,29.75
1603,414,386,1,5273.89,9.3
1604,342,138,1,611.17,94.47
1605,5,55,8,4866.53,40.6
1606,110,136,3,3389.08,79.41
1607,84,172,3,5513.07,70.07
1608,107,323,1,4386.05,12.67
1609,756,491,9,2477.07,68.14
1610,280,296,4,1465.57,42.97
1611,628,342,7,3190.3,34.43
1612,415,499,10,3491.07,26.94
1613,632,439,2,1567.25,60.53
1614,2,59,7,4493.37,69.13
1615,591,95,10,4042.59,13.24
1616,42,119,4,4400.95,68.41
1617,137,495,4,720.05,0.28
1618,216,368,2,131.87,10.7
